dataset,channel,window_id,feat_abs_mean,feat_band_energy_1,feat_band_energy_2,feat_band_energy_3,feat_band_energy_4,feat_clearance_factor,feat_crest_factor,feat_impulse_factor,feat_kurtosis,feat_mean,feat_p2p,feat_peak,feat_peak_freq,feat_rms,feat_root_amplitude,feat_shape_factor,feat_skewness,feat_spec_centroid,feat_spec_flatness,feat_spec_kurtosis,feat_spec_skewness,feat_spec_spread,feat_std,feat_variance,label,condition,fs
SEU,DE,0,0.1082205809669723,0.09869902212517473,0.20199327106362053,0.6974454532411226,0.0018622535235264348,5.226519950001042,3.5793238019371807,4.451857405546675,-0.10071732565131342,0.015750576288828592,0.9344893013972055,0.4817825948103792,3587.5,0.13460156763398484,0.09218037995057939,1.2437705141784787,0.01186601657255057,3159.840091673105,0.03694836293908024,90.47594811600314,8.061106287599419,842.6545722443572,0.1336768542272595,0.01786950135609599,ball,7mil_1796rpm,12800.0
SEU,DE,1,0.11274917403474301,0.09472006861134707,0.27440761341701325,0.6295075794604931,0.0013647383211374414,5.29456911548099,3.6134083235028363,4.515081382768435,0.07284128646938148,0.015344885034618262,1.0036866666666666,0.5090716966067864,3587.5,0.14088407703486236,0.09614978773594483,1.2495353357661825,-0.008733351143826978,3131.27087590555,0.035362100118016944,44.73976294592352,5.825076690823033,823.9743117748341,0.14004591270451053,0.019612857665239382,ball,7mil_1796rpm,12800.0
SEU,DE,2,0.11129931359936376,0.10239663358727878,0.23099293753380098,0.6651312360853983,0.0014791926512859777,5.388300863308812,3.641541696161436,4.573897898771017,0.07560311741720627,0.015279530275386725,1.0036866666666666,0.5090716966067864,3450.0,0.1397956522489914,0.0944772219519641,1.2560333727861421,-0.003104688891683624,3128.489601433158,0.035917058647519956,37.33873032326266,5.246198923625183,845.6167151176403,0.13895812441985705,0.019309360342284476,ball,7mil_1796rpm,12800.0
SEU,DE,3,0.1042096705612213,0.11519888265057349,0.20196659081145774,0.6807452420982912,0.002089284396699926,4.583165935461842,3.1357412106501608,3.896834354857001,-0.25543272061759836,0.015305624590662426,0.8058406786427146,0.40608782435129737,3487.5,0.12950297778785758,0.08860421596548111,1.2427155473231912,-0.00997857558303071,3112.904861488807,0.041225668232135436,18.69567716947822,4.204321061596746,891.7238286603426,0.12859533083207977,0.016536759111812044,ball,7mil_1796rpm,12800.0
SEU,DE,4,0.10906844792836201,0.10292366152654055,0.18278935001460644,0.7126947813346309,0.0015922070751348582,4.61228916748218,3.2356330114477942,3.9630148631382687,-0.3991643116236929,0.015259146570140967,0.8474240718562874,0.432239880239521,3587.5,0.13358742438040397,0.09371482674740406,1.2248035698476836,-0.023219683851173394,3165.966777000661,0.039537572231673146,42.82035062166699,5.82318411908612,869.4936208730303,0.13271306792679122,0.017612758398541102,ball,7mil_1796rpm,12800.0
SEU,DE,5,0.11197149998830463,0.0960282362681296,0.2125096694278362,0.6901020946985191,0.001359999499333656,5.447491372092763,3.7408128734630877,4.647987708863261,-0.06443697515845281,0.015253435960111028,0.9502455089820359,0.5204421556886227,3587.5,0.13912541826953756,0.0955379495146744,1.242507408439372,-0.05525936275637497,3164.6558985063025,0.03508632945237417,33.26675220405886,5.217029498537315,841.0311597012312,0.13828671194328312,0.019123214700084566,ball,7mil_1796rpm,12800.0
SEU,DE,6,0.11087522149061252,0.09908424102721339,0.1895941877674639,0.7098109523719253,0.0015106185701607663,5.573802714720801,3.7162520264268664,4.693944676653359,0.09429951181431928,0.014884942985123504,0.977209740518962,0.5204421556886227,3450.0,0.14004490330248723,0.09337290577474132,1.2630856689142616,-0.06693815073433608,3154.5338863094034,0.033928009784678095,25.841476199457816,4.7320473132703835,846.4774144198312,0.1392516190689811,0.01939101341333262,ball,7mil_1796rpm,12800.0
SEU,DE,7,0.11166249253446231,0.10333524167556815,0.16770861162598627,0.7272951001564196,0.00166104593117481,5.145180241602428,3.49341610538512,4.367001384377489,-0.09321546902357492,0.015042777901228791,0.9177584830339321,0.48763025948103794,3487.5,0.13958550735749836,0.09477418410694377,1.2500661967080682,-0.039256303145238904,3138.476531187181,0.03633513349239612,25.166880343850135,4.628284769304189,850.3286533303026,0.13877257905387697,0.019257828697264535,ball,7mil_1796rpm,12800.0
SEU,DE,8,0.11327375701721557,0.08102238993347599,0.17757999584571266,0.7399183678631753,0.0014792459608112202,5.073754542430045,3.4484131155616753,4.304882898930658,-0.1377851206639802,0.015225596736215069,0.9177584830339321,0.48763025948103794,3475.0,0.14140714674831326,0.09610836618191827,1.2483663513237397,-0.04757919829380597,3219.7801301095533,0.031288718214897815,29.52309716101236,5.109906702732599,776.6398838108428,0.1405850715955473,0.01976416235552516,ball,7mil_1796rpm,12800.0
SEU,DE,9,0.11430943959736777,0.08348658548523812,0.19694026129934186,0.7182634291237391,0.0013097240731954167,5.458330799377288,3.655042035193655,4.599817100163333,-0.025718678050974386,0.015290158355164672,1.0384477844311375,0.5258025149700598,3662.5,0.1438567627696794,0.09633027647024359,1.2584854170957902,-0.036219045685491655,3216.3096081674958,0.03403713688607313,39.52176978778517,5.871033854849724,794.8393556764651,0.14304187936421212,0.02046097925204581,ball,7mil_1796rpm,12800.0
