dataset,channel,window_id,feat_abs_mean,feat_band_energy_1,feat_band_energy_2,feat_band_energy_3,feat_band_energy_4,feat_clearance_factor,feat_crest_factor,feat_impulse_factor,feat_kurtosis,feat_mean,feat_p2p,feat_peak,feat_peak_freq,feat_rms,feat_root_amplitude,feat_shape_factor,feat_skewness,feat_spec_centroid,feat_spec_flatness,feat_spec_kurtosis,feat_spec_skewness,feat_spec_spread,feat_std,feat_variance,label,condition,fs
JNU,acc,0,0.21513688036621093,0.15270427953729515,0.06670425169822146,0.12079639146693556,0.6510666547717535,37.7506682233543,15.205332152869401,29.413366918905318,102.75599065409583,-0.012403015004882806,12.52,6.3279,439.45312499999994,0.41616322066373673,0.16762352291515914,1.9344113382853474,-0.23910773287525963,17755.505526076176,0.40176621765528725,6.467152227301707,2.4206124003464344,8236.055016015958,0.41597835454744836,0.17303799145200266,inner_race,1000rpm,50000.0
JNU,acc,1,0.20519046776855468,0.14525716359308177,0.056421986737597435,0.11823116324296291,0.6701581217731958,39.20515866786303,16.07557090451607,30.83915188076659,125.53568431784029,0.015212366538085938,12.52,6.3279,146.48437499999997,0.393634542597944,0.16140477975382,1.9183861067169332,-0.5983018883144003,18145.01426009741,0.36866575054870293,8.83680919452286,2.7134679800617576,8129.957377412035,0.3933404848608944,0.15471673703060349,inner_race,1000rpm,50000.0
JNU,acc,2,0.18402398277832033,0.19415936998735414,0.1249948698897131,0.3528092843741104,0.325457965601567,22.451580618528,12.731496095066818,18.402492701614108,29.749220736421847,0.01924340286621094,6.2855,3.3865,439.45312499999994,0.2659938765022436,0.15083570540264396,1.445430494908189,-0.7619432210228932,13917.324203322827,0.5891493548706314,13.16836983644626,2.8210852531035404,7629.399719930428,0.2652968785772262,0.07038243378281953,inner_race,1000rpm,50000.0
JNU,acc,3,0.2553460610058594,0.13115743546602332,0.12420344136137891,0.5107893848030312,0.23305364946366247,21.685682473878312,9.4283493543431,16.52189183330771,23.940831134432774,-0.022445061425781246,8.2082,4.2188,12744.140624999998,0.44745902399730664,0.19454310488414622,1.7523631350907696,0.25969796030106407,14386.910188177118,0.48781871269709315,6.117140287285421,2.241095071294146,6512.947585115515,0.44689573434327506,0.19971579737421508,inner_race,1000rpm,50000.0
JNU,acc,4,0.24267291632812502,0.13603934487107977,0.11691946640537129,0.5444131021104336,0.20211867224197727,22.626770564162666,10.034380103724677,17.384717107432127,26.484445195659102,-0.011089102783203126,8.2082,4.2188,12744.140624999998,0.4204345416847441,0.18645170719510154,1.7325153051536353,0.390821718839382,14171.41473332318,0.439194450544096,7.586657345762447,2.4027968858103264,6513.787644175197,0.4202882768304682,0.1766422356411243,inner_race,1000rpm,50000.0
JNU,acc,5,0.1914244174658203,0.2033230301877103,0.08734652309700568,0.3587602754624924,0.35005812253005236,32.45556478826937,17.378953684649968,26.66430995362113,75.38983735013237,0.03433910401855469,9.4407,5.1042,341.79687499999994,0.29370007496529005,0.15726732944868807,1.5342874166914025,0.4268181287839086,14015.010397878461,0.5331191397026125,33.50493609475772,4.5051809637614575,7562.32960797267,0.2916857212306079,0.08508055996981988,inner_race,1000rpm,50000.0
JNU,acc,6,0.19526071623046876,0.1750114725407631,0.12864998773646455,0.3303713127459786,0.36399622820786004,32.247918797791925,16.174500924621338,26.14043468925642,67.32975859085968,-0.011081037421874999,9.4407,5.1042,48.82812499999999,0.315570787858451,0.15827998178752217,1.6161509286178113,1.1792971845502644,14301.7673534593,0.556560728452698,33.19899931063904,3.6999721300803228,7392.463376433905,0.31537617658798905,0.09946213275925847,inner_race,1000rpm,50000.0
JNU,acc,7,0.174742916328125,0.20683866190903752,0.1530159687299005,0.30139057284534404,0.33702562803791175,26.152551487833172,15.2561274068921,21.630633615513478,33.24994278734451,-0.011519420820312501,5.8742,3.7798,48.82812499999999,0.24775618996813303,0.14452891916715882,1.4178325231960003,1.410244083163942,13517.094256316674,0.5859152307073863,17.853863663697684,3.173510339569181,7798.305786345874,0.24748824742094355,0.06125043261149018,inner_race,1000rpm,50000.0
JNU,acc,8,0.16159601803710938,0.2458135421884834,0.19421220908612088,0.23870550547799502,0.3202479934970628,11.726779357835305,7.689625493474189,9.867817408927808,1.8979138806682156,0.0217598917578125,2.49127,1.5946,390.62499999999994,0.2073703070914519,0.1359793640983413,1.283263719059159,0.06574015290654274,12845.276365945676,0.6292388448482059,9.79898641540966,2.6239811404968076,8151.945702200988,0.20622548672240137,0.042528951373891344,inner_race,1000rpm,50000.0
JNU,acc,9,0.18500927605468748,0.18509011644720202,0.16333577238199137,0.3463148813804937,0.30504056530925167,23.91342849163999,13.397635778141499,19.586585479794316,34.508775193530376,-0.004000014248046873,7.1259999999999994,3.6237,488.28124999999994,0.27047309391050445,0.15153410567066225,1.461943420775045,0.0064771275852309445,13780.384859307427,0.6097081736893086,6.522461184071437,2.1523331517924977,7426.812912485296,0.2704435142789266,0.07313969441553599,inner_race,1000rpm,50000.0
JNU,acc,10,0.21338027294433592,0.162694427549151,0.16160549108584724,0.3602358464369079,0.3151068250475569,38.317995869461335,15.370251276374171,29.655506165983518,92.3445675163783,-0.00913949908691406,12.52,6.3279,488.28124999999994,0.411697888747382,0.1651417266591233,1.929409326675577,-0.05516825858761647,14156.235376117838,0.6083365153154504,6.012775214047689,2.0719018363413917,7243.633900495498,0.41159642995960494,0.169411621155492,inner_race,1000rpm,50000.0
JNU,acc,11,0.2002426916357422,0.07934261210025932,0.07699986587925697,0.1269061623068934,0.7145806565344518,39.63255564107257,16.769902107743427,31.601153322044663,122.43196941108373,-0.004184663178710941,12.52,6.3279,21142.578124999996,0.3773367285834137,0.15966419267301,1.88439700595825,-0.1077962508797908,18078.27667137738,0.3938467776833913,6.50404651510153,2.470933407573589,6273.263769337089,0.3773135239189202,0.14236549533211357,inner_race,1000rpm,50000.0
JNU,acc,12,0.27680616243652345,0.048553663194660694,0.08294991997307179,0.6241560020039942,0.24401099154442063,32.767630562030476,9.261535997183532,22.86040146035802,52.40743630703769,0.004662672856445308,12.52,6.3279,18066.406249999996,0.6832451984124812,0.19311435985647554,2.4683164290793616,0.5876521619675287,16476.239153836468,0.350810591268058,10.042797513104887,2.9989119554843824,4598.1427245052655,0.6832292884790176,0.4668022606355447,inner_race,1000rpm,50000.0
