dataset,channel,window_id,feat_abs_mean,feat_band_energy_1,feat_band_energy_2,feat_band_energy_3,feat_band_energy_4,feat_clearance_factor,feat_crest_factor,feat_impulse_factor,feat_kurtosis,feat_mean,feat_p2p,feat_peak,feat_peak_freq,feat_rms,feat_root_amplitude,feat_shape_factor,feat_skewness,feat_spec_centroid,feat_spec_flatness,feat_spec_kurtosis,feat_spec_skewness,feat_spec_spread,feat_std,feat_variance,label,condition,fs
SEU_Gearbox,CH1,0,0.13356438574218749,0.8403606568780008,0.09817877581442912,0.0236367758630931,0.03762700775274225,1.1082489570616856,1.1072514387587047,1.1079151016022668,-0.02828674830899791,-0.13356438574218749,0.030718999999999996,0.147978,100.0,0.13364444137990214,0.1335241500180031,1.0005993786237986,0.22174310657521165,364.92569825321453,0.16446425699813977,184.64173811785597,12.475056226333516,514.7201566793572,0.004625102491646452,2.1391573058234216e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,1,0.1336402060546875,0.826661255464931,0.11241397418853355,0.02418876598492355,0.03644447406841743,1.1076456020646503,1.1065719251338855,1.1072865297696808,-0.1920041552863876,-0.1336402060546875,0.02781,0.147978,100.0,0.13372650854312607,0.13359688308622283,1.0006457823658492,0.14424000618402855,381.3849791097384,0.1808965902324107,235.479590241533,14.12874248201002,512.7738717156737,0.004803583328665392,2.307441279543209e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,2,0.133664728515625,0.8306755551891498,0.11079012244840679,0.022850789827244426,0.03545899142378096,1.1637635196282343,1.16264090530747,1.1633884400687056,0.14346108234692778,-0.133664728515625,0.036494,0.155504,100.0,0.1337506699533126,0.1336216485370464,1.0006429627220434,0.05804227978273703,374.45549283051525,0.16537874642454856,256.14917252137644,14.68590685177165,507.1721422792319,0.004793961180926054,2.298206380422592e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,3,0.13362918164062498,0.8188762213860031,0.12020537223519065,0.023119958366699365,0.03777517090598555,1.1640607383794594,1.1629746270978483,1.1636979145633322,0.385659148930825,-0.13362918164062498,0.03744600000000001,0.155504,100.0,0.13371228948309333,0.13358753102220766,1.0006219288440443,0.044504162241270746,393.9545272786001,0.1750698551650568,267.5708369508342,15.028059446875845,519.7581918859275,0.004713615689404187,2.2218172867397314e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,4,0.133652525390625,0.844707060285837,0.09595332303495849,0.01892549083583933,0.04034516317242087,1.136952261082047,1.1358428324742547,1.1365815913767645,0.032106622306106836,-0.133652525390625,0.03384899999999999,0.151907,100.0,0.1337394537843713,0.1336089519320968,1.0006504059200694,0.05731660367810943,365.3022667849481,0.15015738673354004,275.99608995190863,15.286801508883224,523.1420900992432,0.004821198528408873,2.324395525033188e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,5,0.1336770869140625,0.8442868046983476,0.09987131443245968,0.0177924904268491,0.03796396025336531,1.1347874728773202,1.133620426331651,1.1343978500779817,0.007865497390213694,-0.1336770869140625,0.03238099999999999,0.151643,100.0,0.13376876111055136,0.13363118964954757,1.0006857884070126,-0.012436590071783571,369.19749406045855,0.14177739148308188,268.5975436639743,14.950838182142915,509.7734391519663,0.004951553616991149,2.4517883221938134e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,6,0.1336715947265625,0.8605354127135894,0.08537307659715324,0.01754119393767711,0.036289688039730164,1.1348471693288356,1.133639918350877,1.1344444592749838,0.17015823855165424,-0.1336715947265625,0.03238099999999999,0.151643,100.0,0.13376646106516552,0.13362416023796736,1.0007096970661349,-0.08656311385654586,347.89976717141093,0.1258575882183287,222.29559472768358,13.489729277760883,498.718714344209,0.005036950382529685,2.5370869156065942e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,7,0.133656681640625,0.864285379796962,0.08104432770365788,0.016459740782780403,0.03808885456627235,1.1386867784461432,1.1374943881027662,1.1382895200785608,0.2734602220343101,-0.133656681640625,0.03286499999999999,0.15214,100.0,0.13375011041043924,0.13361005228111184,1.0006990205702209,-0.18659304896576792,344.6514908014792,0.12761768755129296,173.2461715469202,11.848803439759232,504.4135984697459,0.0049983484893816234,2.498348762130356e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,8,0.13366474560546876,0.8591631793569566,0.08725064337107566,0.016299538481817765,0.03724420172202558,1.1481008898514982,1.146873930121128,1.147692305140807,0.301258242753192,-0.13366474560546876,0.035586999999999994,0.153406,100.0,0.13376012478006008,0.13361717716275126,1.0007135701651118,-0.2252465228669573,352.00517513727453,0.1304307873081464,128.7082946660294,10.331710008841824,498.55626639332183,0.00505042210142564,2.550676340256858e-05,ball,20-0,5120.0
SEU_Gearbox,CH1,9,0.13367525048828124,0.8640318612576509,0.08557573588483275,0.019026253259977158,0.031237245935080867,1.1480162229871254,1.1467729063537584,1.1476021136272228,0.13763349531751423,-0.13367525048828124,0.035586999999999994,0.153406,100.0,0.13377190823923865,0.13362703150730684,1.000723078884119,-0.20744480617276503,339.37671843093847,0.14067917030442986,113.45632011463084,9.83395925780588,475.0151983473615,0.005084372219118953,2.5850840862548588e-05,ball,20-0,5120.0
