feat_abs_mean,feat_band_energy_1,feat_band_energy_2,feat_band_energy_3,feat_band_energy_4,feat_clearance_factor,feat_crest_factor,feat_impulse_factor,feat_kurtosis,feat_mean,feat_p2p,feat_peak,feat_peak_freq,feat_rms,feat_root_amplitude,feat_shape_factor,feat_skewness,feat_spec_centroid,feat_spec_flatness,feat_spec_kurtosis,feat_spec_skewness,feat_spec_spread,feat_std,feat_variance,label
0.9641254771879884,0.8518662834796279,0.048196911479959,0.0690015199015097,0.0308969662336547,23.89113560010998,9.815179292280378,17.480504767030308,20.848904091146014,-0.1993081582221679,30.993,16.8534,8487.6796875,1.7170751035852367,0.7054248187316143,1.780966424197538,0.2945145876600614,9744.81427622402,0.2304971088669865,21.235932478025862,4.289138931422039,8745.47241533835,1.705468606987047,2.908623169418339,inner_race
0.8261326937597656,0.5944593633365377,0.2039383943886652,0.1372763892981382,0.0642402856032556,17.563990754923882,8.027670906005996,13.324251761425804,16.88986037776119,-0.2075563544335937,21.0223,11.0076,7820.109375,1.3712071818694678,0.6267140625153275,1.6597904818765186,1.052342382900795,14179.411059571969,0.4624323113593985,15.846515213706724,3.409050245214026,11490.728008000213,1.3554075015819576,1.837129495344644,inner_race
1.031781857290039,0.8431910322488808,0.0916149684295223,0.0447506957656915,0.0204293234922279,24.590233541441545,9.313810238233708,17.6436519709831,26.224618348030077,-0.207933760571289,34.3671,18.2044,1144.40625,1.954559899155979,0.7403101710815558,1.8943538165030387,1.2419677053523392,8106.183138287241,0.2199877757571449,20.790432343893045,4.237736086951915,8524.12137377306,1.943468021502621,3.777067950603312,inner_race
0.94334553438916,0.8786944576821257,0.0695485660443243,0.0353748520269518,0.0163721561563479,30.963893918532584,11.664748318539242,22.63126205799456,38.854022846266176,-0.2173281502006835,36.2266,21.3491,1335.140625,1.8302238005486184,0.6894836953055857,1.9401414792658496,2.1517899603505373,7356.829308089156,0.1980122204943624,14.227388371298154,3.625775126888807,7860.913974480791,1.8172747825315183,3.3024876352249777,inner_race
0.9396277755427732,0.2328094952274971,0.1730705115597131,0.5425270233286641,0.0515821752804273,26.82690680211999,10.62674386738606,19.34414932498192,22.60725844581728,-0.2182873264216797,33.4838,18.1763,28514.7890625,1.7104298576146035,0.6775399092437904,1.8203270509181984,-0.0078077517606462,22114.51562804856,0.4009498134095393,18.151237101735965,4.003547446411664,9907.802969513905,1.6964436156097815,2.877920940943188,inner_race
1.0825506198842771,0.8781155603966617,0.0594777469252266,0.0388782696838076,0.0235230664222117,26.89174014030205,9.574062036616905,18.96253128763105,27.103152772139413,-0.2015324700063476,38.2815,20.5279,1430.5078125,2.1441160420194803,0.7633533528473784,1.9806150425082965,0.8565715894371461,6633.603626137878,0.1907157733629413,45.88377125525229,6.337156867517588,8529.484003875985,2.1346236823333573,4.556618265178422,inner_race
1.1527708724609376,0.6871711329281864,0.1732318778318084,0.0988928311287654,0.0406901130702402,28.93219029652212,9.373953618915806,19.682141995454376,28.233313687822744,-0.2093119942382812,40.0739,22.689,1239.7734375,2.420430153848384,0.7842130086752332,2.099662831245245,1.286235412641412,10651.744894062453,0.3640778949191148,29.64132928671396,4.985323477012052,10753.389704585674,2.411362813582084,5.814670618726503,inner_race
0.9444167671333008,0.8864504770217991,0.0583232925597582,0.0363818279915912,0.0188220648903421,34.7005946555434,12.755159293472463,25.04773403357113,41.81524885387874,-0.2067775885893554,37.4844,23.6555,8010.84375,1.8545828755040208,0.6817030150294859,1.9637335338014532,2.035856211230286,8089.032007840262,0.189949473239591,24.799990684763262,4.636812145475837,7449.437935832657,1.843019444002134,3.396720670969936,inner_race
0.9341111596914062,0.7071611328033516,0.1056190740333691,0.1300682531556849,0.0571259400623049,25.808062705269283,10.190277634639411,18.88854427756637,29.177790676708305,-0.2162838459921875,32.9393,17.644,9155.25,1.7314542971845477,0.6836623190781999,1.853584853601955,1.2158652929296578,12533.462576629918,0.3319173132015935,42.328910505417234,5.740661770949354,11166.00338454553,1.7178926861715385,2.951155281201664,inner_race
0.9918697007299804,0.8254231645816725,0.1048575565225768,0.0522671688524237,0.0174214014846664,27.56210825365699,10.586502134413942,19.907050276329887,30.03390796007495,-0.2204030288159179,35.9568,19.7452,1335.140625,1.8651297425061235,0.7163893203771947,1.8804181044480488,1.7174809777273834,7983.440513279393,0.2619354596279983,22.84965131061099,4.426796337460691,8664.400920039294,1.852061408611963,3.430131461269727,inner_race
