feat_abs_mean,feat_band_energy_1,feat_band_energy_2,feat_band_energy_3,feat_band_energy_4,feat_clearance_factor,feat_crest_factor,feat_impulse_factor,feat_kurtosis,feat_mean,feat_p2p,feat_peak,feat_peak_freq,feat_rms,feat_root_amplitude,feat_shape_factor,feat_skewness,feat_spec_centroid,feat_spec_flatness,feat_spec_kurtosis,feat_spec_skewness,feat_spec_spread,feat_std,feat_variance,label
1.5351344975007324,0.5477631198072516,0.3385101395195016,0.1038652631148236,0.0098563811257473,6.150765445516937,4.10178139351112,5.20031991528885,0.4653538779404162,0.0028604607007226,15.0187139,7.9831905,1875.0,1.946274004906536,1.2979182137108884,1.267819860784288,-0.2693261341206776,3674.327856344411,0.2450204852983009,45.35508652523807,5.5908318876245255,2366.336626480942,1.9462719028798383,3.787974319939508,ball
1.8229207227341748,0.5382742587845589,0.3605182047921634,0.0961848533262899,0.0050215591774309,5.7712283709029295,3.845329737932159,4.870880773510633,0.3055332557718957,0.011646602778413,17.7511663,8.8792295,1875.0,2.309094435364297,1.5385337278917646,1.266700414651558,-0.0633961931805189,3683.798044915272,0.209073284404472,48.29942260803798,5.7847861015656505,2257.931883427685,2.309065063629452,5.331781468074084,ball
2.0822000963742187,0.3353857018676178,0.507182242764342,0.1513232526479974,0.0061065211237856,7.246668671420011,4.608009859974378,5.999608789641913,1.0569541771093949,0.0060873092523437,24.494899,12.492386,5400.0,2.7110154664620145,1.723879835884931,1.3019956493051583,-0.1147170942883009,4589.604788449448,0.2113182825227291,25.803050669189503,4.150326417659664,2240.8717337262005,2.711008632236777,7.349567804062321,ball
1.6271228933202149,0.469778106820145,0.4063835675742269,0.1140513298674,0.0097855535480018,6.771975466546852,4.379657747897972,5.659037579645124,0.80795711295232,-0.0101202763381835,17.6237535,9.2079496,1550.0,2.1024358819862985,1.3597139631539883,1.2921186780773437,-0.0682748428198011,3974.993202017234,0.2499739819105788,12.083635463101864,3.17690302917154,2358.4247175889504,2.102411524385829,4.420134217870344,ball
1.829201271224414,0.453389640500031,0.4068041605177293,0.1284780542603989,0.0113258126469179,7.133474493001821,4.618115913042516,5.9564544216103865,0.7096148803996738,-0.0106858561885742,20.8816094,10.895554,2475.0,2.3593071731328137,1.5273838871490892,1.2898018442517056,-0.0430969638260798,4096.859853145127,0.2568731512417603,13.051887563724666,3.2552200697674767,2429.8467531808305,2.359282973632766,5.5662161496734655,ball
2.2823980837108744,0.2835161411000318,0.5577414647647494,0.1526419174106836,0.0060988646781988,6.769496417368355,4.444031195586058,5.6824390506467575,0.4667433564382555,-0.003608901544663,25.864524,12.969588,6050.0,2.9184286583950567,1.9158866775856769,1.2786676781861304,-0.032522740190935,4759.943575924207,0.2367796880189054,10.215434894414145,3.0527015614784965,2253.4039723911724,2.9184264270272795,8.517212809971213,ball
1.922266144656104,0.4869098178678407,0.3541761490151156,0.1509770581246945,0.0079367245591812,8.030463340166559,5.249242298519259,6.746851905005183,0.9252106508664006,-0.0085276535230956,24.425428,12.969245,1525.0,2.4706889608922133,1.6150058160568113,1.2853001483487208,-0.0433567297851523,4037.633200153821,0.2391811789275206,31.22088578771298,4.769634435332046,2527.673320037936,2.4706742441285203,6.104231220600035,ball
1.7455279526727492,0.4751116132214894,0.3799328217567697,0.131270266084602,0.0136828333875941,6.454272798688018,4.282794936121467,5.435396543190585,0.2745122748186905,-0.0021936749897412,16.7501531,9.4876366,1475.0,2.215290888662551,1.4699776250437668,1.2691236970857451,-0.043132224923604,4008.232739491437,0.2656310626974464,20.53647711529216,3.833328131566771,2432.285619996864,2.21528980252728,4.907508909181354,ball
2.0852919684593263,0.3450758935625866,0.4742863326186168,0.1710589216422764,0.0095781227323092,9.634307094870955,6.050919640921806,7.997412953314831,2.4486537685867464,0.0059388396009277,30.112285,16.676941,5900.0,2.7561002276770297,1.73099537265927,1.3216855334235598,-0.0758970846962045,4618.858407755903,0.2431207909442904,14.65520045434952,3.475568455922861,2382.246859711422,2.756093829169386,7.596053195185568,ball
2.148219604854087,0.4011113208171669,0.4787949459665295,0.116673115643853,0.003419942340201,6.441704877363288,4.218776491539146,5.399555508100796,0.4873017402938289,-0.006890888777163,21.4896106,11.599431,1525.0,2.749477490277792,1.800677184197216,1.2798866019400954,0.0641986241033315,4199.480575430017,0.2025610132409638,27.34456179445056,4.3777442894424015,2295.3673830581392,2.7494688551056776,7.559578985196125,ball
1.9828259147099756,0.4213381339322636,0.437757259768042,0.1353371357296833,0.0055666477003646,7.390973685982831,4.72549565250555,6.157539050414235,1.2689001403400324,-0.0038131185148291,23.600422,12.209328,1875.0,2.5837137303314157,1.651924160297756,1.3030461782669058,0.113010842447358,4205.820703142278,0.2168209043027809,39.88194680910938,5.1314499291559565,2332.7684915484588,2.583710916575279,6.67556210043027,ball
1.7007481347902538,0.4605217425891765,0.4173373221322367,0.1149773831574769,0.0071628548208755,8.295655041038405,5.372580771805398,6.922990394137384,0.704027448922742,0.013147805358125,20.025375,11.774263,1875.0,2.1915469492408177,1.4193289067292465,1.2885781876874391,0.0001865785692806,4025.216381197581,0.2209558862923552,30.64531215489381,4.576250267810568,2360.1400790750854,2.1915075098983805,4.802705165941,ball
1.9625940018880172,0.4088339119164483,0.4542268860839468,0.1304046392908914,0.0065343123449563,6.63895396030075,4.332623687609681,5.552868290393269,0.4626679238080369,-0.0021318684425488,19.4678054,10.898026,1875.0,2.515341000227155,1.641527575754767,1.2816410311085198,0.0702507750530937,4303.077102218612,0.2210349311905851,15.396045156784844,3.2670561453152915,2297.3205726607603,2.515340096798182,6.326935802560687,ball
2.093836493407275,0.3445400134347416,0.5131178799736386,0.1388829790638502,0.0034570846238296,5.740138833596658,3.852873507657797,4.850470909250947,0.1319072893454955,-0.0123914275362792,20.0026134,10.156093,2475.0,2.635978829778401,1.7693113867833736,1.2589229570112723,-0.063951380181782,4480.9011816704,0.2195597554995598,10.936415435726186,2.90252765756694,2234.4023269813583,2.635949704293221,6.94823084356352,ball
1.878276776904883,0.4937848648479679,0.340368483646073,0.1580946445108039,0.0077509074276477,7.575787357107287,4.9104074975466405,6.347369645727001,1.221177316718367,0.0014014368838867,22.405273,11.922117,1875.0,2.427928233238602,1.5737132575157575,1.292636028455541,-0.1568856382510847,4089.1576793604695,0.2510770892365799,18.2881209479003,3.726094878439482,2535.028929095994,2.427927828773289,5.894833541731779,ball
1.707506735334253,0.4525239265945604,0.3828565148947634,0.1579508217644311,0.0066658549723465,7.229778988998457,4.6918136506891726,6.032573568726565,0.6673647845673072,0.0050990121408837,18.5379952,10.30066,1500.0,2.1954537769177924,1.4247544794487492,1.2857658078215553,-0.0336342245668136,4148.816312774557,0.2483632921816212,15.495318509045106,3.567822324468884,2499.507458429355,2.1954478555998063,4.819991286657787,ball
1.7811181454773437,0.5236871411952041,0.3674847956354266,0.1034199812498034,0.0054079446304636,6.026154802287642,3.970766613141522,5.062291135989493,0.3940054860761415,-0.0088027131083984,17.231267000000003,9.0165386,1875.0,2.2707299316356577,1.4962341486111763,1.2748901230395904,-0.1439796496798242,3738.735311726469,0.2331252730249729,13.86813521976081,3.2555190920016663,2310.8750113112,2.2707128692699152,5.156136934668011,ball
2.2542837572450534,0.3575238234075413,0.494803674477586,0.1416376661126892,0.0060348142046778,6.56171882831568,4.264107258600214,5.503098693822264,0.953768149738893,-0.0082323948566748,24.695309,12.405546,1875.0,2.9092950171409124,1.890593962433524,1.29056291506813,-0.0183725472298153,4506.71306986795,0.220480826350242,11.623977700197534,3.020560506264601,2294.576417052711,2.9092833695664417,8.463929724435868,ball
1.9307236135952148,0.4334454930611314,0.3951594325360569,0.1631819353919661,0.0082114438615087,6.3778073065540175,4.133567229246132,5.313966705413184,0.4723234847579665,-0.0040223721363281,19.5974217,10.259801,2500.0,2.482069464700869,1.6086721512355404,1.2855643589912846,0.010941870958067,4254.632351043736,0.2682596013975991,13.677799546106506,3.2280108226959423,2454.070807096506,2.4820662054270137,6.160652648122856,ball
